subject.no,group,condition,question.no,question.type,est1,est2,conf1,conf2,true.values,log.true.values,log.tr.est1,log.tr.est2,tr.est1,tr.est2,log.change.est,abs.log.change.est
34565,49,C,13,percentage,17,17,1,1,24.9,3.214867803,0.317269076,0.317269076,0.317269076,0.317269076,0,0
34726,40,C,14,percentage,70,70,2,2,25,3.218875825,1.8,1.8,1.8,1.8,0,0
30566,40,C,14,percentage,35,35,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
34361,40,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
29228,40,C,14,percentage,25,25,2,2,25,3.218875825,0,0,0,0,0,0
30000,40,C,14,percentage,0,0,0,0,25,3.218875825,1,1,1,1,0,0
26013,40,C,14,percentage,38,38,2,2,25,3.218875825,0.52,0.52,0.52,0.52,0,0
30678,40,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
31554,40,C,14,percentage,22,22,1,1,25,3.218875825,0.12,0.12,0.12,0.12,0,0
28718,40,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
32645,40,C,14,percentage,0.45,0.45,2,2,25,3.218875825,0.982,0.982,0.982,0.982,0,0
30521,41,C,14,percentage,33,33,1,1,25,3.218875825,0.32,0.32,0.32,0.32,0,0
23189,41,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
33084,41,C,14,percentage,0,0,0,0,25,3.218875825,1,1,1,1,0,0
34606,41,C,14,percentage,40,40,2,2,25,3.218875825,0.6,0.6,0.6,0.6,0,0
34103,41,C,14,percentage,40,40,2,2,25,3.218875825,0.6,0.6,0.6,0.6,0,0
32741,41,C,14,percentage,25,25,3,3,25,3.218875825,0,0,0,0,0,0
24997,41,C,14,percentage,45,45,3,3,25,3.218875825,0.8,0.8,0.8,0.8,0,0
34798,41,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
386,41,C,14,percentage,25,25,1,1,25,3.218875825,0,0,0,0,0,0
741,41,C,14,percentage,25,25,2,2,25,3.218875825,0,0,0,0,0,0
10743,42,C,14,percentage,18,18,2,2,25,3.218875825,0.28,0.28,0.28,0.28,0,0
15312,42,C,14,percentage,33,33,1,1,25,3.218875825,0.32,0.32,0.32,0.32,0,0
18247,42,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
20330,42,C,14,percentage,35,35,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
21726,42,C,14,percentage,35,35,3,3,25,3.218875825,0.4,0.4,0.4,0.4,0,0
22101,42,C,14,percentage,10,10,1,1,25,3.218875825,0.6,0.6,0.6,0.6,0,0
22659,42,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
23065,42,C,14,percentage,9,9,1,1,25,3.218875825,0.64,0.64,0.64,0.64,0,0
24486,42,C,14,percentage,14,14,2,2,25,3.218875825,0.44,0.44,0.44,0.44,0,0
26396,42,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
26841,43,C,14,percentage,12,12,2,2,25,3.218875825,0.52,0.52,0.52,0.52,0,0
26945,43,C,14,percentage,3,3,4,4,25,3.218875825,0.88,0.88,0.88,0.88,0,0
27002,43,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
27087,43,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
27184,43,C,14,percentage,25,25,3,3,25,3.218875825,0,0,0,0,0,0
27483,43,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
27635,43,C,14,percentage,65,65,1,1,25,3.218875825,1.6,1.6,1.6,1.6,0,0
27722,43,C,14,percentage,40,40,2,2,25,3.218875825,0.6,0.6,0.6,0.6,0,0
27829,43,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
28218,43,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
28489,44,C,14,percentage,35,35,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
29088,44,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
29147,44,C,14,percentage,5,5,1,1,25,3.218875825,0.8,0.8,0.8,0.8,0,0
29333,44,C,14,percentage,40,40,1,1,25,3.218875825,0.6,0.6,0.6,0.6,0,0
29481,44,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
29534,44,C,14,percentage,35,35,3,3,25,3.218875825,0.4,0.4,0.4,0.4,0,0
29574,44,C,14,percentage,45,45,1,1,25,3.218875825,0.8,0.8,0.8,0.8,0,0
29712,44,C,14,percentage,10,10,2,2,25,3.218875825,0.6,0.6,0.6,0.6,0,0
30024,44,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
30123,44,C,14,percentage,40,40,3,3,25,3.218875825,0.6,0.6,0.6,0.6,0,0
30159,45,C,14,percentage,18,18,1,1,25,3.218875825,0.28,0.28,0.28,0.28,0,0
30176,45,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
30308,45,C,14,percentage,60,60,1,1,25,3.218875825,1.4,1.4,1.4,1.4,0,0
30524,45,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
30580,45,C,14,percentage,15,15,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
30666,45,C,14,percentage,19,19,1,1,25,3.218875825,0.24,0.24,0.24,0.24,0,0
30737,45,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
30900,45,C,14,percentage,15,15,1,1,25,3.218875825,0.4,0.4,0.4,0.4,0,0
31181,45,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
31233,45,C,14,percentage,21,21,1,1,25,3.218875825,0.16,0.16,0.16,0.16,0,0
31277,46,C,14,percentage,15,15,3,3,25,3.218875825,0.4,0.4,0.4,0.4,0,0
31383,46,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
31440,46,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
31472,46,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
31527,46,C,14,percentage,50,50,2,2,25,3.218875825,1,1,1,1,0,0
31629,46,C,14,percentage,22,22,3,3,25,3.218875825,0.12,0.12,0.12,0.12,0,0
31690,46,C,14,percentage,60,60,1,1,25,3.218875825,1.4,1.4,1.4,1.4,0,0
31733,46,C,14,percentage,15,15,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
31762,46,C,14,percentage,40,40,2,2,25,3.218875825,0.6,0.6,0.6,0.6,0,0
31887,46,C,14,percentage,0.2,0.2,1,1,25,3.218875825,0.992,0.992,0.992,0.992,0,0
31908,47,C,14,percentage,28,28,1,1,25,3.218875825,0.12,0.12,0.12,0.12,0,0
31937,47,C,14,percentage,15,15,3,3,25,3.218875825,0.4,0.4,0.4,0.4,0,0
32012,47,C,14,percentage,60,60,2,2,25,3.218875825,1.4,1.4,1.4,1.4,0,0
32391,47,C,14,percentage,25,25,2,2,25,3.218875825,0,0,0,0,0,0
32424,47,C,14,percentage,30,30,3,3,25,3.218875825,0.2,0.2,0.2,0.2,0,0
32643,47,C,14,percentage,15,15,1,1,25,3.218875825,0.4,0.4,0.4,0.4,0,0
32709,47,C,14,percentage,19,19,1,1,25,3.218875825,0.24,0.24,0.24,0.24,0,0
32953,47,C,14,percentage,70,70,2,2,25,3.218875825,1.8,1.8,1.8,1.8,0,0
32970,47,C,14,percentage,60,60,1,1,25,3.218875825,1.4,1.4,1.4,1.4,0,0
33086,47,C,14,percentage,32.7,32.7,1,1,25,3.218875825,0.308,0.308,0.308,0.308,0,0
33168,48,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
33193,48,C,14,percentage,31,31,2,2,25,3.218875825,0.24,0.24,0.24,0.24,0,0
33235,48,C,14,percentage,75,75,3,3,25,3.218875825,2,2,2,2,0,0
33318,48,C,14,percentage,75,75,2,2,25,3.218875825,2,2,2,2,0,0
33787,48,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
33819,48,C,14,percentage,70,70,1,1,25,3.218875825,1.8,1.8,1.8,1.8,0,0
33876,48,C,14,percentage,20,20,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
33877,48,C,14,percentage,35,35,3,3,25,3.218875825,0.4,0.4,0.4,0.4,0,0
34086,48,C,14,percentage,15,15,2,2,25,3.218875825,0.4,0.4,0.4,0.4,0,0
34112,48,C,14,percentage,10,10,1,1,25,3.218875825,0.6,0.6,0.6,0.6,0,0
34154,49,C,14,percentage,0.4,0.4,1,1,25,3.218875825,0.984,0.984,0.984,0.984,0,0
34420,49,C,14,percentage,50,50,2,2,25,3.218875825,1,1,1,1,0,0
34456,49,C,14,percentage,40,40,1,1,25,3.218875825,0.6,0.6,0.6,0.6,0,0
34466,49,C,14,percentage,25,25,3,3,25,3.218875825,0,0,0,0,0,0
34472,49,C,14,percentage,20,20,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
34516,49,C,14,percentage,60,60,1,1,25,3.218875825,1.4,1.4,1.4,1.4,0,0
34543,49,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
34547,49,C,14,percentage,30,30,1,1,25,3.218875825,0.2,0.2,0.2,0.2,0,0
34558,49,C,14,percentage,30,30,2,2,25,3.218875825,0.2,0.2,0.2,0.2,0,0
34565,49,C,14,percentage,33,33,1,1,25,3.218875825,0.32,0.32,0.32,0.32,0,0
34726,40,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
30566,40,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
34361,40,C,15,percentage,50,50,5,5,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
29228,40,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
30000,40,C,15,percentage,0.25,0.25,2,2,41,3.713572067,0.993902439,0.993902439,0.993902439,0.993902439,0,0
26013,40,C,15,percentage,42,42,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
30678,40,C,15,percentage,45,45,1,1,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
31554,40,C,15,percentage,45,45,3,3,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
28718,40,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
32645,40,C,15,percentage,0.57,0.57,3,3,41,3.713572067,0.986097561,0.986097561,0.986097561,0.986097561,0,0
30521,41,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
23189,41,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
33084,41,C,15,percentage,17,17,2,2,41,3.713572067,0.585365854,0.585365854,0.585365854,0.585365854,0,0
34606,41,C,15,percentage,70,70,2,2,41,3.713572067,0.707317073,0.707317073,0.707317073,0.707317073,0,0
34103,41,C,15,percentage,25,25,2,2,41,3.713572067,0.390243902,0.390243902,0.390243902,0.390243902,0,0
32741,41,C,15,percentage,0,0,0,0,41,3.713572067,1,1,1,1,0,0
24997,41,C,15,percentage,35,35,2,2,41,3.713572067,0.146341463,0.146341463,0.146341463,0.146341463,0,0
34798,41,C,15,percentage,50,50,4,4,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
386,41,C,15,percentage,50,50,1,1,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
741,41,C,15,percentage,33,33,2,2,41,3.713572067,0.195121951,0.195121951,0.195121951,0.195121951,0,0
10743,42,C,15,percentage,35,35,2,2,41,3.713572067,0.146341463,0.146341463,0.146341463,0.146341463,0,0
15312,42,C,15,percentage,30,30,1,1,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
18247,42,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
20330,42,C,15,percentage,30,30,2,2,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
21726,42,C,15,percentage,60,60,3,3,41,3.713572067,0.463414634,0.463414634,0.463414634,0.463414634,0,0
22101,42,C,15,percentage,36,36,2,2,41,3.713572067,0.12195122,0.12195122,0.12195122,0.12195122,0,0
22659,42,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
23065,42,C,15,percentage,45,45,2,2,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
24486,42,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
26396,42,C,15,percentage,55,55,3,3,41,3.713572067,0.341463415,0.341463415,0.341463415,0.341463415,0,0
26841,43,C,15,percentage,52,52,2,2,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
26945,43,C,15,percentage,35,35,5,5,41,3.713572067,0.146341463,0.146341463,0.146341463,0.146341463,0,0
27002,43,C,15,percentage,65,65,1,1,41,3.713572067,0.585365854,0.585365854,0.585365854,0.585365854,0,0
27087,43,C,15,percentage,58,58,3,3,41,3.713572067,0.414634146,0.414634146,0.414634146,0.414634146,0,0
27184,43,C,15,percentage,45,45,3,3,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
27483,43,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
27635,43,C,15,percentage,30,30,1,1,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
27722,43,C,15,percentage,30,30,2,2,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
27829,43,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
28218,43,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
28489,44,C,15,percentage,55,55,3,3,41,3.713572067,0.341463415,0.341463415,0.341463415,0.341463415,0,0
29088,44,C,15,percentage,30,30,1,1,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
29147,44,C,15,percentage,20,20,1,1,41,3.713572067,0.512195122,0.512195122,0.512195122,0.512195122,0,0
29333,44,C,15,percentage,50,50,1,1,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
29481,44,C,15,percentage,50,50,1,1,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
29534,44,C,15,percentage,43,43,3,3,41,3.713572067,0.048780488,0.048780488,0.048780488,0.048780488,0,0
29574,44,C,15,percentage,50,50,1,1,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
29712,44,C,15,percentage,52,52,3,3,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
30024,44,C,15,percentage,37,37,2,2,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
30123,44,C,15,percentage,55,55,2,2,41,3.713572067,0.341463415,0.341463415,0.341463415,0.341463415,0,0
30159,45,C,15,percentage,22,22,1,1,41,3.713572067,0.463414634,0.463414634,0.463414634,0.463414634,0,0
30176,45,C,15,percentage,50,50,5,5,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
30308,45,C,15,percentage,25,25,2,2,41,3.713572067,0.390243902,0.390243902,0.390243902,0.390243902,0,0
30524,45,C,15,percentage,70,70,2,2,41,3.713572067,0.707317073,0.707317073,0.707317073,0.707317073,0,0
30580,45,C,15,percentage,30,30,2,2,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
30666,45,C,15,percentage,51,51,1,1,41,3.713572067,0.243902439,0.243902439,0.243902439,0.243902439,0,0
30737,45,C,15,percentage,40,40,1,1,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
30900,45,C,15,percentage,40,40,1,1,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
31181,45,C,15,percentage,48,48,3,3,41,3.713572067,0.170731707,0.170731707,0.170731707,0.170731707,0,0
31233,45,C,15,percentage,49,49,2,2,41,3.713572067,0.195121951,0.195121951,0.195121951,0.195121951,0,0
31277,46,C,15,percentage,35,35,3,3,41,3.713572067,0.146341463,0.146341463,0.146341463,0.146341463,0,0
31383,46,C,15,percentage,60,60,4,4,41,3.713572067,0.463414634,0.463414634,0.463414634,0.463414634,0,0
31440,46,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
31472,46,C,15,percentage,37,37,2,2,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
31527,46,C,15,percentage,63,63,2,2,41,3.713572067,0.536585366,0.536585366,0.536585366,0.536585366,0,0
31629,46,C,15,percentage,50,50,4,4,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
31690,46,C,15,percentage,53,53,2,2,41,3.713572067,0.292682927,0.292682927,0.292682927,0.292682927,0,0
31733,46,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
31762,46,C,15,percentage,57,57,2,2,41,3.713572067,0.390243902,0.390243902,0.390243902,0.390243902,0,0
31887,46,C,15,percentage,0.6,0.6,1,1,41,3.713572067,0.985365854,0.985365854,0.985365854,0.985365854,0,0
31908,47,C,15,percentage,51,51,1,1,41,3.713572067,0.243902439,0.243902439,0.243902439,0.243902439,0,0
31937,47,C,15,percentage,45,45,3,3,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
32012,47,C,15,percentage,80,80,2,2,41,3.713572067,0.951219512,0.951219512,0.951219512,0.951219512,0,0
32391,47,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
32424,47,C,15,percentage,50,50,4,4,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
32643,47,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
32709,47,C,15,percentage,45,45,2,2,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
32953,47,C,15,percentage,50,50,2,2,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
32970,47,C,15,percentage,50,50,1,1,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
33086,47,C,15,percentage,60.8,60.8,1,1,41,3.713572067,0.482926829,0.482926829,0.482926829,0.482926829,0,0
33168,48,C,15,percentage,52,52,2,2,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
33193,48,C,15,percentage,24,24,2,2,41,3.713572067,0.414634146,0.414634146,0.414634146,0.414634146,0,0
33235,48,C,15,percentage,40,40,3,3,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
33318,48,C,15,percentage,68,68,2,2,41,3.713572067,0.658536585,0.658536585,0.658536585,0.658536585,0,0
33787,48,C,15,percentage,30,30,1,1,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
33819,48,C,15,percentage,85,85,1,1,41,3.713572067,1.073170732,1.073170732,1.073170732,1.073170732,0,0
33876,48,C,15,percentage,50,50,3,3,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
33877,48,C,15,percentage,65,65,2,2,41,3.713572067,0.585365854,0.585365854,0.585365854,0.585365854,0,0
34086,48,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
34112,48,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
34154,49,C,15,percentage,0.2,0.2,1,1,41,3.713572067,0.995121951,0.995121951,0.995121951,0.995121951,0,0
34420,49,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
34456,49,C,15,percentage,30,30,1,1,41,3.713572067,0.268292683,0.268292683,0.268292683,0.268292683,0,0
34466,49,C,15,percentage,50,50,4,4,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
34472,49,C,15,percentage,40,40,2,2,41,3.713572067,0.024390244,0.024390244,0.024390244,0.024390244,0,0
34516,49,C,15,percentage,60,60,2,2,41,3.713572067,0.463414634,0.463414634,0.463414634,0.463414634,0,0
34543,49,C,15,percentage,48,48,2,2,41,3.713572067,0.170731707,0.170731707,0.170731707,0.170731707,0,0
34547,49,C,15,percentage,55,55,3,3,41,3.713572067,0.341463415,0.341463415,0.341463415,0.341463415,0,0
34558,49,C,15,percentage,45,45,2,2,41,3.713572067,0.097560976,0.097560976,0.097560976,0.097560976,0,0
34565,49,C,15,percentage,50,50,4,4,41,3.713572067,0.219512195,0.219512195,0.219512195,0.219512195,0,0
34726,40,C,16,percentage,60,60,2,2,63,4.143134726,0.047619048,0.047619048,0.047619048,0.047619048,0,0
30566,40,C,16,percentage,60,60,2,2,63,4.143134726,0.047619048,0.047619048,0.047619048,0.047619048,0,0
34361,40,C,16,percentage,39,39,1,1,63,4.143134726,0.380952381,0.380952381,0.380952381,0.380952381,0,0
29228,40,C,16,percentage,0,0,0,0,63,4.143134726,1,1,1,1,0,0
30000,40,C,16,percentage,0.2,0.2,1,1,63,4.143134726,0.996825397,0.996825397,0.996825397,0.996825397,0,0
26013,40,C,16,percentage,40,40,1,1,63,4.143134726,0.365079365,0.365079365,0.365079365,0.365079365,0,0
30678,40,C,16,percentage,55,55,2,2,63,4.143134726,0.126984127,0.126984127,0.126984127,0.126984127,0,0
31554,40,C,16,percentage,58,58,3,3,63,4.143134726,0.079365079,0.079365079,0.079365079,0.079365079,0,0
28718,40,C,16,percentage,70,70,2,2,63,4.143134726,0.111111111,0.111111111,0.111111111,0.111111111,0,0
32645,40,C,16,percentage,0.75,0.75,2,2,63,4.143134726,0.988095238,0.988095238,0.988095238,0.988095238,0,0
30521,41,C,16,percentage,35,35,2,2,63,4.143134726,0.444444444,0.444444444,0.444444444,0.444444444,0,0
23189,41,C,16,percentage,15,15,1,1,63,4.143134726,0.761904762,0.761904762,0.761904762,0.761904762,0,0
33084,41,C,16,percentage,20,20,2,2,63,4.143134726,0.682539683,0.682539683,0.682539683,0.682539683,0,0
34606,41,C,16,percentage,80,80,2,2,63,4.143134726,0.26984127,0.26984127,0.26984127,0.26984127,0,0
34103,41,C,16,percentage,60,60,2,2,63,4.143134726,0.047619048,0.047619048,0.047619048,0.047619048,0,0
32741,41,C,16,percentage,40,40,3,3,63,4.143134726,0.365079365,0.365079365,0.365079365,0.365079365,0,0
24997,41,C,16,percentage,40,40,3,3,63,4.143134726,0.365079365,0.365079365,0.365079365,0.365079365,0,0
34798,41,C,16,percentage,70,70,4,4,63,4.143134726,0.111111111,0.111111111,0.111111111,0.111111111,0,0
386,41,C,16,percentage,20,20,1,1,63,4.143134726,0.682539683,0.682539683,0.682539683,0.682539683,0,0
741,41,C,16,percentage,60,60,2,2,63,4.143134726,0.047619048,0.047619048,0.047619048,0.047619048,0,0
10743,42,C,16,percentage,35,35,2,2,63,4.143134726,0.444444444,0.444444444,0.444444444,0.444444444,0,0
15312,42,C,16,percentage,55,55,1,1,63,4.143134726,0.126984127,0.126984127,0.126984127,0.126984127,0,0
18247,42,C,16,percentage,45,45,3,3,63,4.143134726,0.285714286,0.285714286,0.285714286,0.285714286,0,0
20330,42,C,16,percentage,15,15,2,2,63,4.143134726,0.761904762,0.761904762,0.761904762,0.761904762,0,0
21726,42,C,16,percentage,85,85,3,3,63,4.143134726,0.349206349,0.349206349,0.349206349,0.349206349,0,0
22101,42,C,16,percentage,33,33,1,1,63,4.143134726,0.476190476,0.476190476,0.476190476,0.476190476,0,0
22659,42,C,16,percentage,55,55,2,2,63,4.143134726,0.126984127,0.126984127,0.126984127,0.126984127,0,0
23065,42,C,16,percentage,45,45,2,2,63,4.143134726,0.285714286,0.285714286,0.285714286,0.285714286,0,0
24486,42,C,16,percentage,37,37,2,2,63,4.143134726,0.412698413,0.412698413,0.412698413,0.412698413,0,0
26396,42,C,16,percentage,65,65,2,2,63,4.143134726,0.031746032,0.031746032,0.031746032,0.031746032,0,0
26841,43,C,16,percentage,60,60,2,2,63,4.143134726,0.047619048,0.047619048,0.047619048,0.047619048,0,0
26945,43,C,16,percentage,25,25,4,4,63,4.143134726,0.603174603,0.603174603,0.603174603,0.603174603,0,0
27002,43,C,16,percentage,70,70,1,1,63,4.143134726,0.111111111,0.111111111,0.111111111,0.111111111,0,0
27087,43,C,16,percentage,48,48,3,3,63,4.143134726,0.238095238,0.238095238,0.238095238,0.238095238,0,0
27184,43,C,16,percentage,50,50,3,3,63,4.143134726,0.206349206,0.206349206,0.206349206,0.206349206,0,0
27483,43,C,16,percentage,40,40,1,1,63,4.143134726,0.365079365,0.365079365,0.365079365,0.365079365,0,0
27635,43,C,16,percentage,75,75,1,1,63,4.143134726,0.19047619,0.19047619,0.19047619,0.19047619,0,0
27722,43,C,16,percentage,30,30,1,1,63,4.143134726,0.523809524,0.523809524,0.523809524,0.523809524,0,0
